customer_id_legacy,transaction_id,TransactionAmount,purchase_date,product_category,customer_rating,customer_id_new,social_media_platform,engagement_score,purchase_interest_score,review_sentiment,CustomerEngagementScore,TransactionAmount_MA,Year,Month,MonthlyTotalSpent,negative,neutral,positive
199,1012,5.634892736266072,2024-01-12,Electronics,1.6,A116,Twitter,78.0,1.1,Negative,0.5488917861799217,0.7215688663482642,2024,1,0.590288562793458,1.0,0.0,0.0
199,1012,5.634892736266072,2024-01-12,Electronics,1.6,A116,LinkedIn,89.0,2.4,Neutral,0.7809647979139506,0.7215688663482642,2024,1,0.590288562793458,0.0,1.0,0.0
199,1012,5.634892736266072,2024-01-12,Electronics,1.6,A116,Instagram,81.0,4.6,Neutral,0.653194263363755,0.7215688663482642,2024,1,0.590288562793458,0.0,1.0,0.0
199,1012,5.634892736266072,2024-01-12,Electronics,1.6,A116,TikTok,83.0,1.2,Negative,0.6479791395045632,0.7215688663482642,2024,1,0.590288562793458,1.0,0.0,0.0
199,1012,5.634892736266072,2024-01-12,Electronics,1.6,A116,Twitter,78.0,1.1,Negative,0.5488917861799217,0.7215688663482642,2024,1,0.590288562793458,1.0,0.0,0.0
123,1013,5.671697541508513,2024-01-13,Clothing,2.0,,Unknown,0.0,0.0,,,0.7391379355014611,2024,1,0.04813225189643352,0.0,0.0,0.0
102,1014,4.644660099479235,2024-01-14,Electronics,3.2,,Unknown,0.0,0.0,,,0.24887337023410172,2024,1,0.019727472379123877,0.0,0.0,0.0
121,1015,4.988066211927803,2024-01-15,Sports,3.9,A185,TikTok,90.0,3.4,Neutral,0.8135593220338985,0.4128010339588988,2024,1,1.0,0.0,1.0,0.0
121,1015,4.988066211927803,2024-01-15,Sports,3.9,A185,Facebook,78.0,2.4,Positive,0.5658409387222946,0.4128010339588988,2024,1,1.0,0.0,0.0,1.0
121,1015,4.988066211927803,2024-01-15,Sports,3.9,A185,TikTok,59.0,3.6,Positive,0.20990873533246412,0.4128010339588988,2024,1,1.0,0.0,0.0,1.0
121,1015,4.988066211927803,2024-01-15,Sports,3.9,A185,TikTok,50.0,1.5,Negative,0.006518904823989646,0.4128010339588988,2024,1,1.0,1.0,0.0,0.0
121,1015,4.988066211927803,2024-01-15,Sports,3.9,A153,Unknown,0.0,0.0,,,0.4128010339588988,2024,1,1.0,0.0,0.0,0.0
121,1015,4.988066211927803,2024-01-15,Sports,3.9,A132,LinkedIn,63.0,3.3,Positive,0.2842242503259452,0.4128010339588988,2024,1,1.0,0.0,0.0,1.0
121,1015,4.988066211927803,2024-01-15,Sports,3.9,A179,Twitter,50.0,3.0,Negative,0.026075619295958252,0.4128010339588988,2024,1,1.0,1.0,0.0,0.0
152,1016,6.084242439619505,2024-01-16,Books,3.6,A152,Facebook,95.0,4.1,Positive,0.9204693611473272,0.9360695534238066,2024,1,0.09989133622804251,0.0,0.0,1.0
152,1016,6.084242439619505,2024-01-16,Books,3.6,A152,Instagram,81.0,4.2,Positive,0.6479791395045634,0.9360695534238066,2024,1,0.09989133622804251,0.0,0.0,1.0
152,1016,6.084242439619505,2024-01-16,Books,3.6,A145,Twitter,92.0,2.4,Neutral,0.8396349413298566,0.9360695534238066,2024,1,0.09989133622804251,0.0,1.0,0.0
101,1017,5.613942283184729,2024-01-17,Books,2.1,A116,Twitter,78.0,1.1,Negative,0.5488917861799217,0.7115679994355792,2024,1,0.6926011020003973,1.0,0.0,0.0
101,1017,5.613942283184729,2024-01-17,Books,2.1,A116,LinkedIn,89.0,2.4,Neutral,0.7809647979139506,0.7115679994355792,2024,1,0.6926011020003973,0.0,1.0,0.0
101,1017,5.613942283184729,2024-01-17,Books,2.1,A116,Instagram,81.0,4.6,Neutral,0.653194263363755,0.7115679994355792,2024,1,0.6926011020003973,0.0,1.0,0.0
101,1017,5.613942283184729,2024-01-17,Books,2.1,A116,TikTok,83.0,1.2,Negative,0.6479791395045632,0.7115679994355792,2024,1,0.6926011020003973,1.0,0.0,0.0
101,1017,5.613942283184729,2024-01-17,Books,2.1,A116,Twitter,78.0,1.1,Negative,0.5488917861799217,0.7115679994355792,2024,1,0.6926011020003973,1.0,0.0,0.0
101,1017,5.613942283184729,2024-01-17,Books,2.1,A161,Unknown,0.0,0.0,,,0.7115679994355792,2024,1,0.6926011020003973,0.0,0.0,0.0
187,1018,6.120584454582647,2024-01-18,Groceries,4.8,A124,TikTok,75.0,4.6,Neutral,0.5358539765319429,0.9145778403788638,2024,1,0.23097811801067555,0.0,1.0,0.0
187,1018,6.120584454582647,2024-01-18,Groceries,4.8,A124,Facebook,95.0,3.7,Positive,0.9152542372881355,0.9339977731509999,2024,1,0.23097811801067555,0.0,0.0,1.0
187,1018,6.120584454582647,2024-01-18,Groceries,4.8,A124,LinkedIn,77.0,3.2,Positive,0.5567144719687093,0.9534177059231355,2024,1,0.23097811801067555,0.0,0.0,1.0
187,1018,6.120584454582647,2024-01-18,Groceries,4.8,A171,Unknown,0.0,0.0,,,0.9534177059231355,2024,1,0.23097811801067555,0.0,0.0,0.0
129,1019,5.637158055824754,2024-01-19,Electronics,4.0,A114,Facebook,87.0,4.8,Negative,0.773142112125163,0.7226502348195387,2024,1,0.0922920028122295,1.0,0.0,0.0
129,1019,5.637158055824754,2024-01-19,Electronics,4.0,A163,TikTok,53.0,4.0,Neutral,0.09778357235984358,0.7226502348195387,2024,1,0.0922920028122295,0.0,1.0,0.0
129,1019,5.637158055824754,2024-01-19,Electronics,4.0,A163,TikTok,96.0,3.2,Neutral,0.9282920469361148,0.7226502348195387,2024,1,0.0922920028122295,0.0,1.0,0.0
137,1020,5.665391882901546,2024-01-20,Electronics,3.2,A149,Facebook,51.0,1.3,Positive,0.023468057366362483,0.7361278787604326,2024,1,0.01459658255537151,0.0,0.0,1.0
101,1021,5.27502415452483,2024-01-21,Groceries,3.4,A116,Twitter,78.0,1.1,Negative,0.5488917861799217,0.6576395698870052,2024,1,0.6926011020003973,1.0,0.0,0.0
101,1021,5.27502415452483,2024-01-21,Groceries,3.4,A116,LinkedIn,89.0,2.4,Neutral,0.7809647979139506,0.6037111403384308,2024,1,0.6926011020003973,0.0,1.0,0.0
101,1021,5.27502415452483,2024-01-21,Groceries,3.4,A116,Instagram,81.0,4.6,Neutral,0.653194263363755,0.5497827107898559,2024,1,0.6926011020003973,0.0,1.0,0.0
101,1021,5.27502415452483,2024-01-21,Groceries,3.4,A116,TikTok,83.0,1.2,Negative,0.6479791395045632,0.5497827107898559,2024,1,0.6926011020003973,1.0,0.0,0.0
101,1021,5.27502415452483,2024-01-21,Groceries,3.4,A116,Twitter,78.0,1.1,Negative,0.5488917861799217,0.5497827107898559,2024,1,0.6926011020003973,1.0,0.0,0.0
101,1021,5.27502415452483,2024-01-21,Groceries,3.4,A161,Unknown,0.0,0.0,,,0.5497827107898559,2024,1,0.6926011020003973,0.0,0.0,0.0
163,1022,5.408725334741155,2024-01-22,Groceries,2.7,A180,Facebook,57.0,3.8,Negative,0.17340286831812268,0.6136060421622491,2024,1,0.16244421819599275,1.0,0.0,0.0
163,1022,5.408725334741155,2024-01-22,Groceries,2.7,A180,LinkedIn,98.0,2.1,Negative,0.9530638852672751,0.6136060421622491,2024,1,0.16244421819599275,1.0,0.0,0.0
163,1022,5.408725334741155,2024-01-22,Groceries,2.7,A131,LinkedIn,87.0,3.0,Positive,0.7496740547588007,0.6136060421622491,2024,1,0.16244421819599275,0.0,0.0,1.0
163,1022,5.408725334741155,2024-01-22,Groceries,2.7,A101,Twitter,68.0,1.0,Neutral,0.3520208604954368,0.6136060421622491,2024,1,0.16244421819599275,0.0,1.0,0.0
159,1023,4.362742646527557,2024-01-23,Groceries,2.0,A170,Unknown,0.0,0.0,,,0.11429781158694619,2024,1,0.09537931792815926,0.0,0.0,0.0
159,1023,4.362742646527557,2024-01-23,Groceries,2.0,A176,Facebook,70.0,3.3,Negative,0.42112125162972636,0.11429781158694619,2024,1,0.09537931792815926,1.0,0.0,0.0
159,1023,4.362742646527557,2024-01-23,Groceries,2.0,A188,TikTok,50.0,3.6,Positive,0.03389830508474578,0.11429781158694619,2024,1,0.09537931792815926,0.0,0.0,1.0
120,1024,4.442433888823218,2024-01-24,Sports,2.4,A159,Unknown,0.0,0.0,,,0.5192081772513215,2024,1,0.0799483104596725,0.0,0.0,0.0
132,1025,4.127495729015438,2024-01-25,Electronics,4.0,A134,Unknown,0.0,0.0,,,0.0020008075783255475,2024,1,0.13848654937169574,0.0,0.0,0.0
132,1025,4.127495729015438,2024-01-25,Electronics,4.0,A189,LinkedIn,78.0,2.7,Negative,0.5697522816166883,0.0020008075783255475,2024,1,0.13848654937169574,1.0,0.0,0.0
132,1025,4.127495729015438,2024-01-25,Electronics,4.0,A189,TikTok,99.0,4.1,Neutral,0.9986962190352021,0.0020008075783255475,2024,1,0.13848654937169574,0.0,1.0,0.0
132,1025,4.127495729015438,2024-01-25,Electronics,4.0,A189,Facebook,94.0,3.8,Negative,0.8970013037809649,0.0020008075783255475,2024,1,0.13848654937169574,1.0,0.0,0.0
132,1025,4.127495729015438,2024-01-25,Electronics,4.0,A189,Twitter,59.0,3.8,Neutral,0.21251629726206012,0.0020008075783255475,2024,1,0.13848654937169574,0.0,1.0,0.0
132,1025,4.127495729015438,2024-01-25,Electronics,4.0,A189,Twitter,59.0,3.8,Neutral,0.21251629726206012,0.0020008075783255475,2024,1,0.13848654937169574,0.0,1.0,0.0
175,1026,5.3565261137527305,2024-01-26,Sports,1.1,A176,Facebook,70.0,3.3,Negative,0.42112125162972636,0.5886883251074355,2024,1,0.11887965890628092,1.0,0.0,0.0
175,1026,5.3565261137527305,2024-01-26,Sports,1.1,A125,LinkedIn,66.0,4.7,Positive,0.3611473272490223,0.5886883251074355,2024,1,0.11887965890628092,0.0,0.0,1.0
175,1026,5.3565261137527305,2024-01-26,Sports,1.1,A125,Facebook,56.0,3.2,Neutral,0.14602346805736655,0.5886883251074355,2024,1,0.11887965890628092,0.0,1.0,0.0
175,1026,5.3565261137527305,2024-01-26,Sports,1.1,A125,Twitter,67.0,4.9,Positive,0.3833116036505867,0.5886883251074355,2024,1,0.11887965890628092,0.0,0.0,1.0
175,1026,5.3565261137527305,2024-01-26,Sports,1.1,A125,Twitter,77.0,2.5,Positive,0.5475880052151237,0.5886883251074355,2024,1,0.11887965890628092,0.0,0.0,1.0
175,1026,5.3565261137527305,2024-01-26,Sports,1.1,A125,LinkedIn,66.0,4.7,Positive,0.3611473272490223,0.5886883251074355,2024,1,0.11887965890628092,0.0,0.0,1.0
157,1027,5.9356712397352975,2024-01-27,Groceries,1.5,A168,LinkedIn,60.0,4.4,Positive,0.23989569752281625,0.8651478988261307,2024,1,0.2724865775301342,0.0,0.0,1.0
157,1027,5.9356712397352975,2024-01-27,Groceries,1.5,A143,Instagram,68.0,1.2,Negative,0.35462842242503256,0.8651478988261307,2024,1,0.2724865775301342,1.0,0.0,0.0
157,1027,5.9356712397352975,2024-01-27,Groceries,1.5,A174,Facebook,95.0,2.9,Neutral,0.9048239895697522,0.8651478988261307,2024,1,0.2724865775301342,0.0,1.0,0.0
157,1027,5.9356712397352975,2024-01-27,Groceries,1.5,A174,TikTok,64.0,3.8,Positive,0.3102998696219036,0.8651478988261307,2024,1,0.2724865775301342,0.0,0.0,1.0
121,1028,5.466259120021324,2024-01-28,Electronics,1.2,A185,TikTok,90.0,3.4,Neutral,0.8135593220338985,0.488890774737055,2024,1,1.0,0.0,1.0,0.0
121,1028,5.466259120021324,2024-01-28,Electronics,1.2,A185,Facebook,78.0,2.4,Positive,0.5658409387222946,0.5649805155152108,2024,1,1.0,0.0,0.0,1.0
121,1028,5.466259120021324,2024-01-28,Electronics,1.2,A185,TikTok,59.0,3.6,Positive,0.20990873533246412,0.641070256293367,2024,1,1.0,0.0,0.0,1.0
121,1028,5.466259120021324,2024-01-28,Electronics,1.2,A185,TikTok,50.0,1.5,Negative,0.006518904823989646,0.641070256293367,2024,1,1.0,1.0,0.0,0.0
121,1028,5.466259120021324,2024-01-28,Electronics,1.2,A153,Unknown,0.0,0.0,,,0.641070256293367,2024,1,1.0,0.0,0.0,0.0
121,1028,5.466259120021324,2024-01-28,Electronics,1.2,A132,LinkedIn,63.0,3.3,Positive,0.2842242503259452,0.641070256293367,2024,1,1.0,0.0,0.0,1.0
121,1028,5.466259120021324,2024-01-28,Electronics,1.2,A179,Twitter,50.0,3.0,Negative,0.026075619295958252,0.641070256293367,2024,1,1.0,1.0,0.0,0.0
188,1029,5.681468071831565,2024-01-29,Sports,1.2,A192,Instagram,60.0,4.3,Positive,0.23859191655801826,0.7438019765629034,2024,1,0.04822072249617732,0.0,0.0,1.0
148,1030,4.913605559190184,2024-01-30,Sports,4.4,,Unknown,0.0,0.0,,,0.3772566438032654,2024,1,0.03099812776865079,0.0,0.0,0.0
190,1031,5.81233606512799,2024-01-31,Groceries,3.8,A133,Twitter,72.0,1.9,Positive,0.44198174706649274,0.806272863421821,2024,1,0.038043641449122374,0.0,0.0,1.0
190,1031,5.81233606512799,2024-01-31,Groceries,3.8,A133,Twitter,71.0,4.8,Negative,0.4602346805736638,0.806272863421821,2024,1,0.038043641449122374,1.0,0.0,0.0
190,1031,5.81233606512799,2024-01-31,Groceries,3.8,A133,Instagram,52.0,2.7,Positive,0.06127770534550214,0.806272863421821,2024,1,0.038043641449122374,0.0,0.0,1.0
190,1031,5.81233606512799,2024-01-31,Groceries,3.8,A145,Twitter,92.0,2.4,Neutral,0.8396349413298566,0.806272863421821,2024,1,0.038043641449122374,0.0,1.0,0.0
158,1032,4.749931503591695,2024-02-01,Electronics,2.9,A126,TikTok,75.0,3.1,Neutral,0.5162972620599741,0.2991255198249716,2024,2,0.10474673535781943,0.0,1.0,0.0
158,1032,4.749931503591695,2024-02-01,Electronics,2.9,A126,Facebook,98.0,4.3,Negative,0.9817470664928291,0.2991255198249716,2024,2,0.10474673535781943,1.0,0.0,0.0
158,1032,4.749931503591695,2024-02-01,Electronics,2.9,A171,Unknown,0.0,0.0,,,0.2991255198249716,2024,2,0.10474673535781943,0.0,0.0,0.0
158,1032,4.749931503591695,2024-02-01,Electronics,2.9,A181,Twitter,66.0,2.1,Positive,0.32724902216427665,0.2991255198249716,2024,2,0.10474673535781943,0.0,0.0,1.0
141,1033,5.396779904535328,2024-02-02,Groceries,1.4,A107,Twitter,96.0,1.9,Neutral,0.9113428943937417,0.6079037951874744,2024,2,0.2892558173023522,0.0,1.0,0.0
141,1033,5.396779904535328,2024-02-02,Groceries,1.4,A107,Facebook,62.0,4.4,Positive,0.27900912646675347,0.6079037951874744,2024,2,0.2892558173023522,0.0,0.0,1.0
141,1033,5.396779904535328,2024-02-02,Groceries,1.4,A107,Twitter,73.0,4.2,Positive,0.49152542372881347,0.6079037951874744,2024,2,0.2892558173023522,0.0,0.0,1.0
141,1033,5.396779904535328,2024-02-02,Groceries,1.4,A159,Unknown,0.0,0.0,,,0.6079037951874744,2024,2,0.2892558173023522,0.0,0.0,0.0
191,1034,4.548434742666974,2024-02-03,Electronics,3.0,A114,Facebook,87.0,4.8,Negative,0.773142112125163,0.20293942391949882,2024,2,0.045959038836095506,1.0,0.0,0.0
191,1034,4.548434742666974,2024-02-03,Electronics,3.0,A102,LinkedIn,51.0,4.8,Neutral,0.06910039113428945,0.20293942391949882,2024,2,0.045959038836095506,0.0,1.0,0.0
159,1035,4.74052957975811,2024-02-04,Books,2.9,A170,Unknown,0.0,0.0,,,0.1744110197344524,2024,2,0.4250594854377082,0.0,0.0,0.0
159,1035,4.74052957975811,2024-02-04,Books,2.9,A176,Facebook,70.0,3.3,Negative,0.42112125162972636,0.23452422788195948,2024,2,0.4250594854377082,1.0,0.0,0.0
159,1035,4.74052957975811,2024-02-04,Books,2.9,A188,TikTok,50.0,3.6,Positive,0.03389830508474578,0.2946374360294661,2024,2,0.4250594854377082,0.0,0.0,1.0
179,1036,6.19847465311161,2024-02-05,Clothing,1.7,A111,Instagram,98.0,4.1,Negative,0.9791395045632333,0.9905992172855052,2024,2,0.13850921249161782,1.0,0.0,0.0
179,1036,6.19847465311161,2024-02-05,Clothing,1.7,A174,Facebook,95.0,2.9,Neutral,0.9048239895697522,0.9905992172855052,2024,2,0.13850921249161782,0.0,1.0,0.0
179,1036,6.19847465311161,2024-02-05,Clothing,1.7,A174,TikTok,64.0,3.8,Positive,0.3102998696219036,0.9905992172855052,2024,2,0.13850921249161782,0.0,0.0,1.0
114,1037,5.217019799148628,2024-02-06,Clothing,2.7,A171,Unknown,0.0,0.0,,,0.7320517071559549,2024,2,0.04367706377996016,0.0,0.0,0.0
161,1038,5.810442456679104,2024-02-07,Clothing,2.6,A118,Facebook,76.0,3.9,Negative,0.5462842242503262,0.8053689342319124,2024,2,0.1161463522252217,1.0,0.0,0.0
161,1039,4.347940182904005,2024-02-08,Groceries,3.0,A118,Facebook,76.0,3.9,Negative,0.5462842242503262,0.4563003355067483,2024,2,0.1161463522252217,1.0,0.0,0.0
146,1040,5.064001985354685,2024-02-09,Books,3.5,A196,Instagram,85.0,3.9,Negative,0.7222946544980445,0.4490495848138827,2024,2,0.07189101547868856,1.0,0.0,0.0
146,1040,5.064001985354685,2024-02-09,Books,3.5,A106,Facebook,99.0,4.2,Negative,1.0,0.4490495848138827,2024,2,0.07189101547868856,1.0,0.0,0.0
146,1040,5.064001985354685,2024-02-09,Books,3.5,A113,Facebook,98.0,2.7,Neutral,0.9608865710560625,0.4490495848138827,2024,2,0.07189101547868856,0.0,1.0,0.0
146,1040,5.064001985354685,2024-02-09,Books,3.5,A113,Instagram,50.0,1.0,Positive,0.0,0.4490495848138827,2024,2,0.07189101547868856,0.0,0.0,1.0
161,1041,4.540170022445656,2024-02-10,Electronics,1.2,A118,Facebook,76.0,3.9,Negative,0.5462842242503262,0.37053162146941343,2024,2,0.1161463522252217,1.0,0.0,0.0
150,1042,5.963109138904418,2024-02-11,Sports,3.0,A143,Instagram,68.0,1.2,Negative,0.35462842242503256,0.8782456001927135,2024,2,0.07994786238685976,1.0,0.0,0.0
154,1043,5.8176416645137685,2024-02-12,Electronics,3.0,,Unknown,0.0,0.0,,,0.80880553386781,2024,2,0.026628013677810723,0.0,0.0,0.0
163,1044,6.20304107415148,2024-02-13,Sports,3.0,A180,Facebook,57.0,3.8,Negative,0.17340286831812268,0.7399970397801403,2024,2,0.1872742798774696,1.0,0.0,0.0
163,1044,6.20304107415148,2024-02-13,Sports,3.0,A180,LinkedIn,98.0,2.1,Negative,0.9530638852672751,0.8663880373980319,2024,2,0.1872742798774696,1.0,0.0,0.0
163,1044,6.20304107415148,2024-02-13,Sports,3.0,A131,LinkedIn,87.0,3.0,Positive,0.7496740547588007,0.992779035015924,2024,2,0.1872742798774696,0.0,0.0,1.0
163,1044,6.20304107415148,2024-02-13,Sports,3.0,A101,Twitter,68.0,1.0,Neutral,0.3520208604954368,0.992779035015924,2024,2,0.1872742798774696,0.0,1.0,0.0
102,1045,5.940463206428902,2024-02-14,Electronics,4.4,,Unknown,0.0,0.0,,,0.55815437640927,2024,2,0.027398265029729592,0.0,0.0,0.0
150,1046,5.173798108809264,2024-02-15,Books,3.6,A143,Instagram,68.0,1.2,Negative,0.35462842242503256,0.6898536228438972,2024,2,0.07994786238685976,1.0,0.0,0.0
106,1047,5.982249355775712,2024-02-16,Sports,1.7,A102,LinkedIn,51.0,4.8,Neutral,0.06910039113428945,0.887382336322788,2024,2,0.09822366185942775,0.0,1.0,0.0
106,1047,5.982249355775712,2024-02-16,Sports,1.7,A121,LinkedIn,74.0,3.5,Positive,0.5019556714471968,0.887382336322788,2024,2,0.09822366185942775,0.0,0.0,1.0
106,1047,5.982249355775712,2024-02-16,Sports,1.7,A121,TikTok,95.0,3.2,Neutral,0.9087353324641462,0.887382336322788,2024,2,0.09822366185942775,0.0,1.0,0.0
120,1048,5.632077378281337,2024-02-17,Groceries,1.3,A159,Unknown,0.0,0.0,,,0.5862137623742387,2024,2,0.08091338320465691,0.0,0.0,0.0
172,1049,5.4925412907023565,2024-02-18,Electronics,3.6,,Unknown,0.0,0.0,,,0.6536162613910577,2024,2,0.03556375906519076,0.0,0.0,0.0
138,1050,5.624158015900285,2024-02-19,Electronics,1.1,A124,TikTok,75.0,4.6,Neutral,0.5358539765319429,0.7164445614319792,2024,2,0.22457699955518445,0.0,1.0,0.0
138,1050,5.624158015900285,2024-02-19,Electronics,1.1,A124,Facebook,95.0,3.7,Positive,0.9152542372881355,0.7164445614319792,2024,2,0.22457699955518445,0.0,0.0,1.0
138,1050,5.624158015900285,2024-02-19,Electronics,1.1,A124,LinkedIn,77.0,3.2,Positive,0.5567144719687093,0.7164445614319792,2024,2,0.22457699955518445,0.0,0.0,1.0
138,1050,5.624158015900285,2024-02-19,Electronics,1.1,A147,Twitter,77.0,1.5,Neutral,0.5345501955671447,0.7164445614319792,2024,2,0.22457699955518445,0.0,1.0,0.0
138,1050,5.624158015900285,2024-02-19,Electronics,1.1,A107,Twitter,96.0,1.9,Neutral,0.9113428943937417,0.7164445614319792,2024,2,0.22457699955518445,0.0,1.0,0.0
138,1050,5.624158015900285,2024-02-19,Electronics,1.1,A107,Facebook,62.0,4.4,Positive,0.27900912646675347,0.7164445614319792,2024,2,0.22457699955518445,0.0,0.0,1.0
138,1050,5.624158015900285,2024-02-19,Electronics,1.1,A107,Twitter,73.0,4.2,Positive,0.49152542372881347,0.7164445614319792,2024,2,0.22457699955518445,0.0,0.0,1.0
117,1051,6.075796111076114,2024-02-20,Sports,3.3,,Unknown,0.0,0.0,,,0.9320376307090426,2024,2,0.06393670503395026,0.0,0.0,0.0
103,1052,6.056486376442786,2024-02-21,Groceries,4.8,A194,LinkedIn,89.0,4.0,Negative,0.8018252933507172,0.9228199739148253,2024,2,0.06379322661785858,1.0,0.0,0.0
188,1053,5.808259928146764,2024-02-22,Groceries,3.3,A192,Instagram,60.0,4.3,Positive,0.23859191655801826,0.7740645316421952,2024,2,0.0722554446520507,0.0,0.0,1.0
