product_category,customer_rating,engagement_score,CustomerEngagementScore,TransactionAmount_MA,Month,MonthlyTotalSpent,negative,neutral,positive
4,3.9,50.0,0.0260756192959582,0.4179331745067323,1,1.0,1.0,0.0,0.0
0,3.6,95.0,0.9204693611473272,0.9348071115146768,1,0.099958549879597,0.0,0.0,1.0
0,3.6,81.0,0.6479791395045634,0.9348071115146768,1,0.099958549879597,0.0,0.0,1.0
0,3.6,92.0,0.8396349413298566,0.9348071115146768,1,0.099958549879597,0.0,1.0,0.0
0,2.1,78.0,0.5488917861799217,0.7122796061906618,1,0.6924215389960163,1.0,0.0,0.0
0,2.1,89.0,0.7809647979139506,0.7122796061906618,1,0.6924215389960163,0.0,1.0,0.0
0,2.1,81.0,0.653194263363755,0.7122796061906618,1,0.6924215389960163,0.0,1.0,0.0
0,2.1,83.0,0.6479791395045632,0.7122796061906618,1,0.6924215389960163,1.0,0.0,0.0
0,2.1,0.0,0.0,0.7122796061906618,1,0.6924215389960163,0.0,0.0,0.0
3,4.8,75.0,0.5358539765319429,0.9131471129147216,1,0.230995098247501,0.0,1.0,0.0
3,4.8,95.0,0.9152542372881356,0.9337701765370712,1,0.230995098247501,0.0,0.0,1.0
3,4.8,77.0,0.5567144719687093,0.9543932401594212,1,0.230995098247501,0.0,0.0,1.0
3,4.8,0.0,0.0,0.9543932401594212,1,0.230995098247501,0.0,0.0,0.0
2,4.0,87.0,0.773142112125163,0.7212578004092527,1,0.0920803291065299,1.0,0.0,0.0
2,4.0,53.0,0.0977835723598435,0.7212578004092527,1,0.0920803291065299,0.0,1.0,0.0
2,4.0,96.0,0.9282920469361148,0.7212578004092527,1,0.0920803291065299,0.0,1.0,0.0
2,3.2,51.0,0.0234680573663624,0.7327366196594509,1,0.0145506102680337,0.0,0.0,1.0
3,3.4,78.0,0.5488917861799217,0.6561973395594745,1,0.6924215389960163,1.0,0.0,0.0
3,3.4,89.0,0.7809647979139506,0.6001150729282867,1,0.6924215389960163,0.0,1.0,0.0
3,3.4,81.0,0.653194263363755,0.5440328062970998,1,0.6924215389960163,0.0,1.0,0.0
3,3.4,83.0,0.6479791395045632,0.5440328062970998,1,0.6924215389960163,1.0,0.0,0.0
3,3.4,78.0,0.5488917861799217,0.5440328062970998,1,0.6924215389960163,1.0,0.0,0.0
3,3.4,0.0,0.0,0.5440328062970998,1,0.6924215389960163,0.0,0.0,0.0
3,2.7,57.0,0.1734028683181226,0.6072847574018918,1,0.1619771745858267,1.0,0.0,0.0
3,2.7,98.0,0.9530638852672751,0.6072847574018918,1,0.1619771745858267,1.0,0.0,0.0
3,2.7,87.0,0.7496740547588007,0.6072847574018918,1,0.1619771745858267,0.0,0.0,1.0
3,2.7,68.0,0.3520208604954368,0.6072847574018918,1,0.1619771745858267,0.0,1.0,0.0
3,2.0,0.0,0.0,0.1086130737001438,1,0.0949488957352552,0.0,0.0,0.0
3,2.0,70.0,0.4211212516297263,0.1086130737001438,1,0.0949488957352552,1.0,0.0,0.0
3,2.0,50.0,0.0338983050847457,0.1086130737001438,1,0.0949488957352552,0.0,0.0,1.0
4,2.4,0.0,0.0,0.5276500587855142,1,0.0803385634240686,0.0,0.0,0.0
2,4.0,0.0,0.0,0.0047818714408238,1,0.1384571135463048,0.0,0.0,0.0
2,4.0,78.0,0.5697522816166883,0.0047818714408238,1,0.1384571135463048,1.0,0.0,0.0
2,4.0,99.0,0.998696219035202,0.0047818714408238,1,0.1384571135463048,0.0,1.0,0.0
2,4.0,94.0,0.8970013037809649,0.0047818714408238,1,0.1384571135463048,1.0,0.0,0.0
2,4.0,59.0,0.2125162972620601,0.0047818714408238,1,0.1384571135463048,0.0,1.0,0.0
4,1.1,70.0,0.4211212516297263,0.5837918116029002,1,0.1184133957300608,1.0,0.0,0.0
4,1.1,66.0,0.3611473272490223,0.5837918116029002,1,0.1184133957300608,0.0,0.0,1.0
4,1.1,56.0,0.1460234680573665,0.5837918116029002,1,0.1184133957300608,0.0,1.0,0.0
4,1.1,67.0,0.3833116036505867,0.5837918116029002,1,0.1184133957300608,0.0,0.0,1.0
4,1.1,77.0,0.5475880052151237,0.5837918116029002,1,0.1184133957300608,0.0,0.0,1.0
3,1.5,60.0,0.2398956975228162,0.8600398547597363,1,0.2717844260705687,0.0,0.0,1.0
3,1.5,68.0,0.3546284224250325,0.8600398547597363,1,0.2717844260705687,1.0,0.0,0.0
3,1.5,95.0,0.9048239895697522,0.8600398547597363,1,0.2717844260705687,0.0,1.0,0.0
3,1.5,64.0,0.3102998696219036,0.8600398547597363,1,0.2717844260705687,0.0,0.0,1.0
2,1.2,90.0,0.8135593220338985,0.4915885192945515,1,1.0,0.0,1.0,0.0
2,1.2,78.0,0.5658409387222946,0.5652438640823707,1,1.0,0.0,0.0,1.0
2,1.2,59.0,0.2099087353324641,0.6388992088701895,1,1.0,0.0,0.0,1.0
2,1.2,50.0,0.0065189048239896,0.6388992088701895,1,1.0,1.0,0.0,0.0
2,1.2,0.0,0.0,0.6388992088701895,1,1.0,0.0,0.0,0.0
2,1.2,63.0,0.2842242503259452,0.6388992088701895,1,1.0,0.0,0.0,1.0
2,1.2,50.0,0.0260756192959582,0.6388992088701895,1,1.0,1.0,0.0,0.0
4,1.2,60.0,0.2385919165580182,0.7405320077515749,1,0.0480071574561738,0.0,0.0,1.0
4,4.4,0.0,0.0,0.3771951729283715,1,0.0308792022713828,0.0,0.0,0.0
3,3.8,72.0,0.4419817470664927,0.8059034033923149,1,0.0379663727611325,0.0,0.0,1.0
3,3.8,71.0,0.4602346805736638,0.8059034033923149,1,0.0379663727611325,1.0,0.0,0.0
3,3.8,52.0,0.0612777053455021,0.8059034033923149,1,0.0379663727611325,0.0,0.0,1.0
3,3.8,92.0,0.8396349413298566,0.8059034033923149,1,0.0379663727611325,0.0,1.0,0.0
2,2.9,75.0,0.5162972620599741,0.3038040946925542,2,0.1044776958577725,0.0,1.0,0.0
2,2.9,98.0,0.9817470664928292,0.3038040946925542,2,0.1044776958577725,1.0,0.0,0.0
2,2.9,0.0,0.0,0.3038040946925542,2,0.1044776958577725,0.0,0.0,0.0
2,2.9,66.0,0.3272490221642766,0.3038040946925542,2,0.1044776958577725,0.0,0.0,1.0
3,1.4,96.0,0.9113428943937416,0.6060837214026322,2,0.2889108413613856,0.0,1.0,0.0
3,1.4,62.0,0.2790091264667534,0.6060837214026322,2,0.2889108413613856,0.0,0.0,1.0
3,1.4,73.0,0.4915254237288134,0.6060837214026322,2,0.2889108413613856,0.0,0.0,1.0
3,1.4,0.0,0.0,0.6060837214026322,2,0.2889108413613856,0.0,0.0,0.0
2,3.0,87.0,0.773142112125163,0.2160390045976883,2,0.0462550525107179,1.0,0.0,0.0
2,3.0,51.0,0.0691003911342894,0.2160390045976883,2,0.0462550525107179,0.0,1.0,0.0
0,2.9,0.0,0.0,0.1689993784081545,2,0.4242538013701465,0.0,0.0,0.0
0,2.9,70.0,0.4211212516297263,0.2293856831161651,2,0.4242538013701465,1.0,0.0,0.0
0,2.9,50.0,0.0338983050847457,0.2897719878241758,2,0.4242538013701465,0.0,0.0,1.0
1,1.7,98.0,0.9791395045632332,0.9888200927177668,2,0.1384848417953875,1.0,0.0,0.0
1,1.7,95.0,0.9048239895697522,0.9888200927177668,2,0.1384848417953875,0.0,1.0,0.0
1,1.7,64.0,0.3102998696219036,0.9888200927177668,2,0.1384848417953875,0.0,0.0,1.0
1,2.7,0.0,0.0,0.7279654326591234,2,0.0434431501405377,0.0,0.0,0.0
1,2.6,76.0,0.5462842242503262,0.8040440731618372,2,0.1160919092697576,1.0,0.0,0.0
3,3.0,76.0,0.5462842242503262,0.4553196149692846,2,0.1160919092697576,1.0,0.0,0.0
0,3.5,85.0,0.7222946544980445,0.4461140555357223,2,0.0719107803460002,1.0,0.0,0.0
0,3.5,99.0,1.0,0.4461140555357223,2,0.0719107803460002,1.0,0.0,0.0
0,3.5,98.0,0.9608865710560625,0.4461140555357223,2,0.0719107803460002,0.0,1.0,0.0
0,3.5,50.0,0.0,0.4461140555357223,2,0.0719107803460002,0.0,0.0,1.0
2,1.2,76.0,0.5462842242503262,0.372299878807127,2,0.1160919092697576,1.0,0.0,0.0
4,3.0,68.0,0.3546284224250325,0.87928338181566,2,0.0800283092436245,1.0,0.0,0.0
2,3.0,0.0,0.0,0.8094911023676712,2,0.0265683172694888,0.0,0.0,0.0
4,3.0,57.0,0.1734028683181226,0.7361578181490418,2,0.1874989167383545,1.0,0.0,0.0
4,3.0,98.0,0.9530638852672751,0.8650308788961918,2,0.1874989167383545,1.0,0.0,0.0
4,3.0,87.0,0.7496740547588007,0.9939039396433418,2,0.1874989167383545,0.0,0.0,1.0
4,3.0,68.0,0.3520208604954368,0.9939039396433418,2,0.1874989167383545,0.0,1.0,0.0
2,4.4,0.0,0.0,0.558723091274159,2,0.0272697264091901,0.0,0.0,0.0
0,3.6,68.0,0.3546284224250325,0.6929280733015748,2,0.0800283092436245,1.0,0.0,0.0
4,1.7,51.0,0.0691003911342894,0.8900357853264076,2,0.0982697580613791,0.0,1.0,0.0
4,1.7,74.0,0.5019556714471968,0.8900357853264076,2,0.0982697580613791,0.0,0.0,1.0
4,1.7,95.0,0.9087353324641462,0.8900357853264076,2,0.0982697580613791,0.0,1.0,0.0
3,1.3,0.0,0.0,0.5926415936224632,2,0.080951454337456,0.0,0.0,0.0
2,3.6,0.0,0.0,0.6442991519108894,2,0.0353570938230369,0.0,0.0,0.0
2,1.1,75.0,0.5358539765319429,0.7130124952795485,2,0.2240939110780128,0.0,1.0,0.0
2,1.1,95.0,0.9152542372881356,0.7130124952795485,2,0.2240939110780128,0.0,0.0,1.0
2,1.1,77.0,0.5567144719687093,0.7130124952795485,2,0.2240939110780128,0.0,0.0,1.0
2,1.1,77.0,0.5345501955671447,0.7130124952795485,2,0.2240939110780128,0.0,1.0,0.0
2,1.1,96.0,0.9113428943937416,0.7130124952795485,2,0.2240939110780128,0.0,1.0,0.0
2,1.1,62.0,0.2790091264667534,0.7130124952795485,2,0.2240939110780128,0.0,0.0,1.0
2,1.1,73.0,0.4915254237288134,0.7130124952795485,2,0.2240939110780128,0.0,0.0,1.0
4,3.3,0.0,0.0,0.9305775296597724,2,0.0639751839075396,0.0,0.0,0.0
3,4.8,89.0,0.8018252933507172,0.9224531930803956,2,0.0637924890860322,1.0,0.0,0.0
3,3.3,60.0,0.2385919165580182,0.7723530034954584,2,0.0721629988013868,0.0,0.0,1.0
0,2.6,0.0,0.0,0.5241863167980507,2,0.4242538013701465,0.0,0.0,0.0
0,2.6,70.0,0.4211212516297263,0.7586006457719261,2,0.4242538013701465,1.0,0.0,0.0
0,2.6,50.0,0.0338983050847457,0.993014974745801,2,0.4242538013701465,0.0,0.0,1.0
3,3.6,85.0,0.7222946544980445,0.4851445715868614,2,0.0225626538676764,1.0,0.0,0.0
3,2.8,0.0,0.0,0.4680501593791963,2,0.0022941491373833,0.0,0.0,0.0
3,3.2,63.0,0.2972620599739243,0.7291437935049241,2,0.0589150949885908,1.0,0.0,0.0
3,3.2,78.0,0.5853976531942634,0.7291437935049241,2,0.0589150949885908,1.0,0.0,0.0
1,4.8,95.0,0.9204693611473272,0.8789026933990036,2,0.2624319923031047,0.0,0.0,1.0
1,4.8,81.0,0.6479791395045634,0.8229982752833305,2,0.2624319923031047,0.0,0.0,1.0
1,4.8,92.0,0.8396349413298566,0.7670938571676573,2,0.2624319923031047,0.0,1.0,0.0
0,2.5,78.0,0.5488917861799217,0.6634509908072248,2,0.2050455015786476,1.0,0.0,0.0
0,2.5,89.0,0.7809647979139506,0.7828691753173493,2,0.2050455015786476,0.0,1.0,0.0
0,2.5,81.0,0.653194263363755,0.902287359827474,2,0.2050455015786476,0.0,1.0,0.0
0,2.5,83.0,0.6479791395045632,0.902287359827474,2,0.2050455015786476,1.0,0.0,0.0
0,2.5,78.0,0.5488917861799217,0.902287359827474,2,0.2050455015786476,1.0,0.0,0.0
0,2.5,0.0,0.0,0.902287359827474,2,0.2050455015786476,0.0,0.0,0.0
2,4.8,90.0,0.8226857887874838,0.6674902397115212,2,0.1550921136137636,0.0,0.0,1.0
2,4.8,72.0,0.4823989569752281,0.6674902397115212,2,0.1550921136137636,0.0,0.0,1.0
2,4.8,98.0,0.9791395045632332,0.6674902397115212,2,0.1550921136137636,1.0,0.0,0.0
4,4.6,87.0,0.773142112125163,0.4636648395921514,3,0.0403853272960095,1.0,0.0,0.0
4,4.6,51.0,0.0691003911342894,0.7112906745866141,3,0.0403853272960095,0.0,1.0,0.0
2,1.8,0.0,0.0,0.8376175078842252,3,0.2081926037529646,0.0,0.0,0.0
2,1.8,70.0,0.4211212516297263,0.682220041022648,3,0.2081926037529646,1.0,0.0,0.0
2,1.8,50.0,0.0338983050847457,0.5268225741610721,3,0.2081926037529646,0.0,0.0,1.0
0,1.3,66.0,0.3272490221642766,0.8532215242291463,3,0.0503638620064105,0.0,0.0,1.0
4,1.4,0.0,0.0,0.5924412866374844,3,0.0610712483612416,0.0,0.0,0.0
0,1.1,0.0,0.0,0.7181014365052971,3,0.0365420029907959,0.0,0.0,0.0
3,1.4,85.0,0.7222946544980445,0.5768484155040099,3,0.1309210121549125,1.0,0.0,0.0
3,1.4,99.0,1.0,0.7075827754722974,3,0.1309210121549125,1.0,0.0,0.0
3,1.4,98.0,0.9608865710560625,0.8383171354405845,3,0.1309210121549125,0.0,1.0,0.0
3,1.4,50.0,0.0,0.8383171354405845,3,0.1309210121549125,0.0,0.0,1.0
4,3.7,83.0,0.6505867014341592,0.7283952812899597,3,0.1254222267320387,0.0,0.0,1.0
4,3.7,56.0,0.1434159061277707,0.7283952812899597,3,0.1254222267320387,0.0,0.0,1.0
4,3.7,92.0,0.8552803129074315,0.7283952812899597,3,0.1254222267320387,0.0,0.0,1.0
3,1.3,90.0,0.8226857887874838,0.6105967638656384,3,0.1196800385463187,0.0,0.0,1.0
3,1.3,72.0,0.4823989569752281,0.6105967638656384,3,0.1196800385463187,0.0,0.0,1.0
3,1.3,95.0,0.9048239895697522,0.6105967638656384,3,0.1196800385463187,0.0,1.0,0.0
3,1.3,64.0,0.3102998696219036,0.6105967638656384,3,0.1196800385463187,0.0,0.0,1.0
2,2.3,87.0,0.7496740547588007,0.5639935556577576,3,0.211261063354694,0.0,0.0,1.0
2,2.3,74.0,0.5019556714471968,0.5639935556577576,3,0.211261063354694,0.0,0.0,1.0
2,2.3,95.0,0.9087353324641462,0.5639935556577576,3,0.211261063354694,0.0,1.0,0.0
2,3.0,54.0,0.1238591916558017,0.8430344828857312,3,0.0270155854928534,0.0,1.0,0.0
4,1.1,87.0,0.7496740547588007,0.9204102243854572,3,0.0279257073405896,0.0,0.0,1.0
4,4.3,89.0,0.8018252933507172,0.75520163950259,3,0.0639481826286637,1.0,0.0,0.0
0,2.1,78.0,0.5488917861799217,0.7385763941754142,3,0.1099948881528338,1.0,0.0,0.0
0,2.1,89.0,0.7809647979139506,0.574865428523355,3,0.1099948881528338,0.0,1.0,0.0
0,2.1,81.0,0.653194263363755,0.4111544628712957,3,0.1099948881528338,0.0,1.0,0.0
0,2.1,83.0,0.6479791395045632,0.4111544628712957,3,0.1099948881528338,1.0,0.0,0.0
0,2.1,78.0,0.5488917861799217,0.4111544628712957,3,0.1099948881528338,1.0,0.0,0.0
0,2.1,0.0,0.0,0.4111544628712957,3,0.1099948881528338,0.0,0.0,0.0
0,1.5,53.0,0.0977835723598435,0.7260756314905601,3,0.0921111120765408,0.0,1.0,0.0
0,1.5,96.0,0.9282920469361148,0.7260756314905601,3,0.0921111120765408,0.0,1.0,0.0
0,1.5,92.0,0.8396349413298566,0.7260756314905601,3,0.0921111120765408,0.0,1.0,0.0
3,3.8,0.0,0.0,0.6279239726578636,3,0.0680870780370417,0.0,0.0,0.0
4,3.5,89.0,0.8018252933507172,0.6583800344523252,3,0.0639481826286637,1.0,0.0,0.0
2,4.5,0.0,0.0,0.7394695230377524,3,0.0680870780370417,0.0,0.0,0.0
0,3.9,52.0,0.089960886571056,0.8628517181182378,3,0.0409645917420967,0.0,0.0,1.0
0,3.9,0.0,0.0,0.925321841035876,3,0.0409645917420967,0.0,0.0,0.0
0,3.9,0.0,0.0,0.9877919639535132,3,0.0409645917420967,0.0,0.0,0.0
0,3.9,86.0,0.7314211212516298,0.9877919639535132,3,0.0409645917420967,1.0,0.0,0.0
0,4.2,75.0,0.5162972620599741,0.2365648515699159,3,0.0285814963983651,0.0,1.0,0.0
0,4.2,98.0,0.9817470664928292,0.2365648515699159,3,0.0285814963983651,1.0,0.0,0.0
0,4.2,0.0,0.0,0.2365648515699159,3,0.0285814963983651,0.0,0.0,0.0
2,2.1,0.0,0.0,0.8558345912772776,3,0.0149074367867522,0.0,0.0,0.0
0,3.0,63.0,0.2972620599739243,0.758303295107555,3,0.107186843019104,1.0,0.0,0.0
0,3.0,78.0,0.5853976531942634,0.7874627967101859,3,0.107186843019104,1.0,0.0,0.0
3,4.0,0.0,0.0,0.7614672009588834,3,0.0610712483612416,0.0,0.0,0.0
4,4.2,0.0,0.0,0.9320914653020792,3,0.0280886400662867,0.0,0.0,0.0
2,5.0,89.0,0.8018252933507172,0.461987064078444,3,0.0522980252590503,1.0,0.0,0.0
4,2.7,76.0,0.5462842242503262,0.2443976516242192,3,0.0119546227828377,1.0,0.0,0.0
0,2.5,74.0,0.5202086049543678,0.6372215512772401,3,0.6245756108808322,0.0,0.0,1.0
0,2.5,53.0,0.0651890482398956,0.5527985086762057,3,0.6245756108808322,0.0,1.0,0.0
0,2.5,68.0,0.3846153846153844,0.4683754660751709,3,0.6245756108808322,1.0,0.0,0.0
0,2.5,0.0,0.0,0.4683754660751709,3,0.6245756108808322,0.0,0.0,0.0
0,2.5,78.0,0.5488917861799217,0.4683754660751709,3,0.6245756108808322,1.0,0.0,0.0
0,2.5,89.0,0.7809647979139506,0.4683754660751709,3,0.6245756108808322,0.0,1.0,0.0
0,2.5,81.0,0.653194263363755,0.4683754660751709,3,0.6245756108808322,0.0,1.0,0.0
0,2.5,83.0,0.6479791395045632,0.4683754660751709,3,0.6245756108808322,1.0,0.0,0.0
0,4.1,85.0,0.7222946544980445,0.7375126403543546,3,0.0166292610762069,1.0,0.0,0.0
2,2.4,0.0,0.0,0.3587856387159025,3,0.030578418479345,0.0,0.0,0.0
3,3.0,0.0,0.0,0.6428309023131322,3,0.0460435576887526,0.0,0.0,0.0
1,4.4,0.0,0.0,0.6393346716083217,3,0.0723885406637112,0.0,0.0,0.0
2,2.7,0.0,0.0,0.2961728386923474,3,0.0,0.0,0.0,0.0
1,4.0,90.0,0.8226857887874838,0.5792999849243516,4,0.1969510449920112,0.0,0.0,1.0
1,4.0,72.0,0.4823989569752281,0.5480032059830648,4,0.1969510449920112,0.0,0.0,1.0
1,4.0,95.0,0.9048239895697522,0.516706427041778,4,0.1969510449920112,0.0,1.0,0.0
1,4.0,64.0,0.3102998696219036,0.516706427041778,4,0.1969510449920112,0.0,0.0,1.0
1,4.0,56.0,0.138200782268579,0.851652939544111,4,0.2234044754162346,0.0,0.0,1.0
1,4.0,73.0,0.4628422425032593,0.7783319793361354,4,0.2234044754162346,0.0,1.0,0.0
1,4.0,89.0,0.7874837027379399,0.7050110191281602,4,0.2234044754162346,0.0,1.0,0.0
3,1.4,76.0,0.5462842242503262,0.2944349501764369,4,0.0197689413784444,1.0,0.0,0.0
1,4.6,0.0,0.0,0.8836302915526075,4,0.1803131292974077,0.0,0.0,0.0
1,4.6,87.0,0.773142112125163,0.8836302915526075,4,0.1803131292974077,1.0,0.0,0.0
1,4.6,98.0,0.9752281616688396,0.8836302915526075,4,0.1803131292974077,0.0,1.0,0.0
1,4.6,78.0,0.5853976531942634,0.8836302915526075,4,0.1803131292974077,0.0,1.0,0.0
1,3.0,0.0,0.0,0.7119423468385278,4,0.0805782738867446,0.0,0.0,0.0
3,4.3,98.0,0.9791395045632332,0.8960902850039774,4,0.0915807497552348,1.0,0.0,0.0
3,4.3,95.0,0.9048239895697522,0.8033604772901883,4,0.0915807497552348,0.0,1.0,0.0
3,4.3,64.0,0.3102998696219036,0.7106306695763989,4,0.0915807497552348,0.0,0.0,1.0
1,3.0,77.0,0.5332464146023469,0.9303629972544885,4,0.0998072523633832,0.0,0.0,1.0
1,3.0,65.0,0.2972620599739245,0.9303629972544885,4,0.0998072523633832,0.0,0.0,1.0
1,3.0,72.0,0.4693611473272491,0.9303629972544885,4,0.0998072523633832,1.0,0.0,0.0
1,4.6,95.0,0.9204693611473272,0.8277901496683446,4,0.4253200575508687,0.0,0.0,1.0
1,4.6,81.0,0.6479791395045634,0.8884864421690319,4,0.4253200575508687,0.0,0.0,1.0
1,4.6,92.0,0.8396349413298566,0.9491827346697193,4,0.4253200575508687,0.0,1.0,0.0
1,2.6,0.0,0.0,0.6180005445395635,4,0.0430155830378986,0.0,0.0,0.0
2,3.0,90.0,0.8187744458930902,0.5081617322953806,4,0.4204427952384473,0.0,1.0,0.0
2,3.0,74.0,0.5123859191655801,0.5081617322953806,4,0.4204427952384473,0.0,1.0,0.0
2,3.0,56.0,0.1238591916558019,0.5081617322953806,4,0.4204427952384473,0.0,1.0,0.0
2,4.6,60.0,0.2385919165580182,0.59873195332777,4,0.0479950707925109,0.0,0.0,1.0
2,1.4,0.0,0.0,0.5549216404863864,4,0.1836298572027348,0.0,0.0,0.0
2,1.4,70.0,0.4211212516297263,0.5830207068117002,4,0.1836298572027348,1.0,0.0,0.0
2,1.4,50.0,0.0338983050847457,0.6111197731370144,4,0.1836298572027348,0.0,0.0,1.0
3,2.3,92.0,0.8396349413298566,0.7016148176239083,4,0.0802137061401773,0.0,1.0,0.0
0,4.8,63.0,0.2842242503259452,0.5773744996999346,4,0.1496860073925124,0.0,0.0,1.0
0,4.8,86.0,0.7105606258148632,0.5773744996999346,4,0.1496860073925124,0.0,0.0,1.0
0,4.8,56.0,0.1395045632333768,0.5773744996999346,4,0.1496860073925124,1.0,0.0,0.0
0,4.8,51.0,0.0234680573663624,0.5773744996999346,4,0.1496860073925124,0.0,0.0,1.0
0,4.8,92.0,0.8357235984354628,0.5773744996999346,4,0.1496860073925124,0.0,0.0,1.0
1,4.8,0.0,0.0,0.5482454039736484,4,0.0247834041655571,0.0,0.0,0.0
1,3.3,78.0,0.5488917861799217,0.963466594086592,4,0.1612071068108986,1.0,0.0,0.0
1,3.3,89.0,0.7809647979139506,0.963466594086592,4,0.1612071068108986,0.0,1.0,0.0
1,3.3,81.0,0.653194263363755,0.963466594086592,4,0.1612071068108986,0.0,1.0,0.0
1,3.3,83.0,0.6479791395045632,0.963466594086592,4,0.1612071068108986,1.0,0.0,0.0
1,3.3,53.0,0.0977835723598435,0.963466594086592,4,0.1612071068108986,0.0,1.0,0.0
1,3.3,96.0,0.9282920469361148,0.963466594086592,4,0.1612071068108986,0.0,1.0,0.0
3,3.5,0.0,0.0,0.7480930763730917,4,0.036976981789569,0.0,0.0,0.0
1,2.8,60.0,0.2385919165580182,0.6378527171352286,4,0.0479950707925109,0.0,0.0,1.0
2,3.0,66.0,0.3272490221642766,0.9198351318529636,4,0.0166165270164144,0.0,0.0,1.0
0,2.3,0.0,0.0,0.5690403545939917,4,0.0466157668929312,0.0,0.0,0.0
4,3.7,75.0,0.5358539765319429,0.8468168569530845,4,0.3430954221692449,0.0,1.0,0.0
4,3.7,95.0,0.9152542372881356,0.7392404737467477,4,0.3430954221692449,0.0,0.0,1.0
4,3.7,77.0,0.5567144719687093,0.6316640905404105,4,0.3430954221692449,0.0,0.0,1.0
